Protein,Protein Description,Protein Gene,A01-511-84A-C4-001 Sum Normalized Area,A02-Hoof17-002 Sum Normalized Area,A03-304-75B-B4-003 Sum Normalized Area,A04-450-08A-C7-004 Sum Normalized Area,A05-051-21B-D6-005 Sum Normalized Area,A06-510-08B-C8-006 Sum Normalized Area,A07-912-46A-A9-007 Sum Normalized Area,A08-492-84B-B8-008 Sum Normalized Area,A09-159-21A-D7-009 Sum Normalized Area,A10-990-46B-A8-010 Sum Normalized Area,A11-EISAIPool-011 Sum Normalized Area,A12-278-75A-B6-012 Sum Normalized Area,B01-041-40B-B1-013 Sum Normalized Area,B02-934-43A-A2-014 Sum Normalized Area,B03-959-40A-A5-015 Sum Normalized Area,B04-EISAIPool-016 Sum Normalized Area,B05-334-76A-B9-017 Sum Normalized Area,B06-GWPool-018 Sum Normalized Area,B07-168-16A-D3-019 Sum Normalized Area,B08-009-43B-A3-020 Sum Normalized Area,B09-316-76B-C3-021 Sum Normalized Area,B10-062-16B-D5-022 Sum Normalized Area,B11-Hoof17-023 Sum Normalized Area,B12-GWPool-024 Sum Normalized Area,C01-027-37B-B3-025 Sum Normalized Area,C02-907-45A-B2-026 Sum Normalized Area,C03-EISAIPool-027 Sum Normalized Area,C04-155-17A-D1-028 Sum Normalized Area,C05-166-20A-D8-029 Sum Normalized Area,C06-249-64B-B5-030 Sum Normalized Area,C07-985-45B-A1-031 Sum Normalized Area,C08-Hoof17-032 Sum Normalized Area,C09-956-37A-A6-033 Sum Normalized Area,C10-216-64A-C2-034 Sum Normalized Area,C11-056-20B-D9-035 Sum Normalized Area,C12-046-17B-C9-036 Sum Normalized Area,D01-GWPool-037 Sum Normalized Area,D02-039-25B-D2-038 Sum Normalized Area,D03-043-24B-C5-039 Sum Normalized Area,D04-084-86A-C1-040 Sum Normalized Area,D05-EISAIPool-041 Sum Normalized Area,D06-152-24A-D4-042 Sum Normalized Area,D07-099-86B-B7-043 Sum Normalized Area,D08-880-56A-A7-044 Sum Normalized Area,D09-GWPool-045 Sum Normalized Area,D10-143-25A-C6-046 Sum Normalized Area,D11-970-56B-A4-047 Sum Normalized Area,D12-Hoof17-048 Sum Normalized Area
sp|P01011|AACT_HUMAN,Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2,SERPINA3,6.6488E+6,2.0457E+7,7.8581E+6,4.5661E+6,4.5709E+6,8.7404E+6,3.5275E+6,8.4983E+6,6.1979E+6,3.2068E+6,6.8571E+6,8.4475E+6,5.0166E+6,9.7032E+6,4.2391E+6,6.4794E+6,6.1740E+6,3.5747E+7,6.4087E+6,1.0279E+7,7.7343E+6,5.9009E+6,2.3714E+7,3.7417E+7,6.7246E+6,5.4533E+6,5.4771E+6,7.8897E+6,5.7664E+6,6.8661E+6,4.5549E+6,2.9254E+7,8.4840E+6,6.3849E+6,5.6635E+6,5.8660E+6,2.9075E+7,6.2557E+6,8.2135E+6,3.7237E+6,4.7154E+6,4.9883E+6,3.3598E+6,5.5956E+6,3.3689E+7,5.4593E+6,8.9609E+6,2.3681E+7
sp|P01766|HV313_HUMAN,Immunoglobulin heavy variable 3-13 OS=Homo sapiens OX=9606 GN=IGHV3-13 PE=1 SV=2,IGHV3-13,7.2125E+4,2.0298E+5,1.0406E+5,8.8730E+4,9.7522E+4,1.6477E+5,9.2559E+4,1.2131E+5,7.3972E+4,1.3097E+5,1.3781E+5,1.0665E+5,3.8429E+5,9.5523E+4,5.9527E+4,1.4701E+5,2.9494E+5,1.4009E+6,6.7140E+4,1.5175E+5,5.1946E+5,7.9667E+4,3.5784E+5,1.8321E+6,1.9802E+5,9.4945E+4,8.4398E+4,2.0176E+5,1.0742E+5,1.1879E+5,6.7989E+4,4.3320E+5,1.6988E+5,7.6977E+4,6.3274E+4,7.9382E+4,1.3078E+6,7.5847E+4,8.0407E+4,1.4458E+5,1.0541E+5,6.4027E+4,1.8206E+5,8.0274E+4,1.5653E+6,8.4411E+4,8.6775E+4,3.3004E+5
sp|P16870|CBPE_HUMAN,Carboxypeptidase E OS=Homo sapiens OX=9606 GN=CPE PE=1 SV=1,CPE,2.6590E+7,2.4941E+7,2.1467E+7,1.8487E+7,2.6759E+7,2.5656E+7,2.3761E+7,2.6143E+7,3.0730E+7,2.1691E+7,2.3352E+7,2.0103E+7,1.9802E+7,2.5475E+7,2.3896E+7,2.3689E+7,2.8982E+7,6.7397E+6,3.0002E+7,2.8544E+7,3.2306E+7,3.3370E+7,2.8443E+7,8.1171E+6,1.5990E+7,2.5704E+7,2.3109E+7,2.5783E+7,2.0763E+7,3.2688E+7,2.8007E+7,2.9004E+7,1.7142E+7,3.2090E+7,2.5121E+7,2.6347E+7,6.9025E+6,1.9765E+7,2.0300E+7,1.9575E+7,2.0783E+7,1.5417E+7,2.0004E+7,1.9967E+7,7.6006E+6,2.3646E+7,3.8332E+7,2.9545E+7
sp|P19013|K2C4_HUMAN,"Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",KRT4,2.3922E+6,1.0009E+6,3.0017E+6,1.8539E+6,2.3044E+6,2.4710E+6,3.9465E+6,4.4665E+6,4.2266E+6,9.0755E+5,3.1047E+6,3.4768E+6,3.2489E+6,1.9095E+6,5.2281E+7,2.7139E+6,2.2471E+6,4.7444E+6,3.4768E+6,2.8827E+6,2.0688E+6,3.2712E+6,1.6243E+6,1.9182E+6,3.2500E+6,1.7203E+6,2.3274E+6,2.9175E+6,3.9630E+6,3.7686E+6,2.1369E+6,2.5937E+6,2.6287E+6,3.7104E+6,4.0906E+6,3.1864E+6,3.7774E+6,2.0762E+6,3.1364E+6,2.2246E+6,2.1099E+6,4.7985E+6,3.1453E+6,1.8878E+6,3.7574E+6,3.3306E+6,3.7860E+6,2.6651E+6
sp|P49593|PPM1F_HUMAN,Protein phosphatase 1F OS=Homo sapiens OX=9606 GN=PPM1F PE=1 SV=3,PPM1F,8.3559E+4,1.2930E+5,5.0870E+4,4.0707E+4,2.6163E+4,8.3387E+4,3.9831E+4,7.1294E+4,4.6480E+4,4.8812E+4,6.6629E+4,2.9429E+4,9.7234E+4,7.7217E+4,4.4559E+4,4.7441E+4,3.4313E+4,5.0480E+4,3.7353E+4,5.0381E+4,4.1642E+4,3.0818E+4,2.0797E+5,1.3254E+5,4.1145E+4,3.2644E+4,3.0502E+4,3.7574E+4,2.9063E+4,2.7326E+4,3.9284E+4,1.5415E+5,1.3907E+5,3.1282E+4,1.9924E+4,3.3238E+4,1.6631E+5,5.7470E+4,7.6874E+4,4.1192E+4,2.0597E+4,3.3195E+4,3.9695E+4,6.3100E+4,1.0081E+5,1.0811E+5,5.6475E+4,1.0606E+5
sp|P56705|WNT4_HUMAN,Protein Wnt-4 OS=Homo sapiens OX=9606 GN=WNT4 PE=1 SV=4,WNT4,5.0315E+5,2.0340E+5,4.8475E+5,1.9429E+5,3.0122E+5,4.4316E+5,2.9000E+5,3.5636E+5,3.1392E+5,2.3896E+5,3.9031E+5,3.9316E+5,2.0424E+6,2.7573E+5,1.6838E+5,5.2928E+5,3.2779E+5,8.3892E+4,2.2005E+5,2.6050E+5,4.3098E+5,2.0737E+5,2.3802E+5,9.3043E+4,1.0463E+6,2.6619E+5,3.1646E+5,3.2407E+5,3.0561E+5,2.9801E+5,3.2013E+5,3.0125E+5,4.2526E+5,3.0023E+5,3.1746E+5,2.6936E+5,8.0322E+4,5.2647E+5,4.2274E+5,2.1489E+5,2.3013E+5,2.7360E+5,1.9342E+5,2.8522E+5,7.3391E+4,3.4348E+5,6.4332E+5,3.4027E+5
sp|P62310|LSM3_HUMAN,U6 snRNA-associated Sm-like protein LSm3 OS=Homo sapiens OX=9606 GN=LSM3 PE=1 SV=2,LSM3,2.6208E+4,8.1348E+4,1.5480E+4,2.5542E+4,2.6350E+4,1.2397E+4,1.2833E+4,1.9720E+4,1.7267E+4,1.4531E+4,1.5231E+4,1.3766E+4,2.4085E+4,1.4381E+4,1.2656E+4,1.4858E+4,1.7964E+4,4.2201E+4,1.0361E+4,1.1552E+4,1.2442E+4,1.2658E+4,8.0770E+4,5.5871E+4,1.2965E+4,1.4248E+4,2.2762E+4,1.6029E+4,1.7759E+4,4.7239E+4,2.0343E+4,1.1215E+5,2.0115E+4,2.2285E+4,1.8404E+4,1.2275E+4,4.7541E+4,1.1419E+4,1.8837E+4,1.0199E+4,1.1562E+4,1.2802E+4,1.3209E+4,1.3235E+4,4.9912E+4,2.1430E+4,2.7297E+4,9.3290E+4
sp|Q05707|COEA1_HUMAN,Collagen alpha-1(XIV) chain OS=Homo sapiens OX=9606 GN=COL14A1 PE=1 SV=3,COL14A1,5.6659E+6,2.9230E+6,6.1822E+6,3.9634E+6,3.3208E+6,5.1451E+6,5.9257E+6,5.9373E+6,4.8674E+6,4.2148E+6,5.3320E+6,6.3482E+6,4.2142E+6,3.8058E+6,5.0699E+6,5.1398E+6,4.6612E+6,1.1985E+6,4.3067E+6,4.6731E+6,5.1926E+6,4.5993E+6,3.8779E+6,1.5439E+6,6.4829E+6,5.1238E+6,4.4527E+6,5.8145E+6,5.4574E+6,5.7857E+6,5.4750E+6,3.7878E+6,6.1369E+6,5.4078E+6,5.3361E+6,4.4074E+6,1.2580E+6,6.9026E+6,5.5306E+6,3.5276E+6,3.9831E+6,3.5831E+6,3.1290E+6,4.1212E+6,1.3020E+6,5.7416E+6,7.2576E+6,3.8721E+6
sp|Q14766|LTBP1_HUMAN,Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=4,LTBP1,1.2061E+7,8.2021E+6,1.2292E+7,6.6585E+6,1.1502E+7,9.3503E+6,1.3130E+7,1.0725E+7,1.2921E+7,9.8254E+6,1.0713E+7,1.5010E+7,8.4943E+6,1.2209E+7,1.1523E+7,1.0469E+7,1.0870E+7,2.0512E+6,7.6809E+6,1.3245E+7,1.3088E+7,8.4304E+6,8.6566E+6,2.0511E+6,1.3533E+7,1.0344E+7,1.0156E+7,1.2293E+7,1.3565E+7,1.2983E+7,1.0814E+7,9.0088E+6,1.2757E+7,1.2233E+7,1.1196E+7,1.0151E+7,1.7030E+6,1.2427E+7,1.3256E+7,1.0109E+7,8.2835E+6,9.8660E+6,9.2395E+6,1.0226E+7,2.1211E+6,1.2644E+7,1.4775E+7,8.2460E+6
sp|Q15435|PP1R7_HUMAN,Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PPP1R7 PE=1 SV=1,PPP1R7,4.0236E+4,1.1603E+5,6.6522E+4,6.1160E+4,6.3090E+4,7.9870E+4,6.8186E+4,4.8883E+4,7.3668E+4,6.0997E+4,5.0433E+4,5.6055E+4,6.4304E+4,5.1088E+4,6.0483E+4,4.9550E+4,5.9064E+4,3.9802E+4,6.1920E+4,5.3261E+4,5.0933E+4,7.3752E+4,9.1706E+4,4.2658E+4,4.0741E+4,3.6838E+4,6.1141E+4,6.7917E+4,8.4433E+4,8.4645E+4,5.1078E+4,1.3942E+5,6.0000E+4,6.7685E+4,4.6293E+4,6.0781E+4,4.0770E+4,6.5478E+4,5.3013E+4,2.5062E+4,5.1676E+4,3.7639E+4,3.9796E+4,4.8395E+4,4.4999E+4,6.0823E+4,7.1186E+4,1.6736E+5
sp|Q8NBJ7|SUMF2_HUMAN,Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2,SUMF2,2.7880E+3,1.4373E+3,2.0118E+3,2.3956E+3,3.4344E+2,2.6281E+3,1.4834E+3,2.4445E+3,5.0685E+3,1.2781E+3,1.6330E+3,4.8614E+3,2.5622E+3,3.6260E+3,3.0329E+3,1.7541E+3,3.1186E+3,2.8423E+3,2.7126E+3,1.7586E+3,3.5155E+3,3.8393E+3,9.4468E+2,2.4784E+3,2.9488E+3,2.3827E+3,2.2134E+2,5.2325E+3,1.9796E+3,3.1929E+3,1.7655E+3,4.0249E+3,2.9415E+3,1.9533E+3,1.6183E+3,9.9886E+2,9.5352E+2,2.3356E+3,2.1477E+3,1.8377E+3,1.5495E+3,9.5705E+2,1.1562E+3,9.6895E+2,1.5561E+3,9.6352E+2,1.4821E+3,1.3176E+3
sp|Q92911|SC5A5_HUMAN,Sodium/iodide cotransporter OS=Homo sapiens OX=9606 GN=SLC5A5 PE=1 SV=1,SLC5A5,5.4199E+5,1.8439E+5,5.6268E+5,1.7937E+5,4.3628E+5,3.6104E+5,4.2054E+5,5.2020E+5,6.4482E+5,2.5157E+5,4.5847E+5,4.9413E+5,5.2498E+5,2.8910E+5,6.1208E+5,4.2896E+5,3.7391E+5,7.1131E+5,7.8396E+5,3.5554E+5,3.7390E+5,7.8833E+5,2.4579E+5,8.7018E+5,4.7682E+5,3.0672E+5,4.8820E+5,3.9969E+5,4.8591E+5,3.2635E+5,4.3051E+5,2.0031E+5,4.8669E+5,4.2566E+5,4.2500E+5,2.2188E+5,7.1733E+5,4.1551E+5,4.5974E+5,3.3968E+5,3.4307E+5,3.6052E+5,3.0147E+5,4.0732E+5,7.7029E+5,3.8156E+5,5.8320E+5,2.4522E+5
sp|Q93050|VPP1_HUMAN,V-type proton ATPase 116 kDa subunit a 1 OS=Homo sapiens OX=9606 GN=ATP6V0A1 PE=1 SV=3,ATP6V0A1,2.6508E+3,1.3533E+3,2.3551E+3,3.1446E+3,3.3617E+3,1.9401E+3,2.2393E+3,1.8515E+3,2.7392E+2,7.0206E+2,1.7366E+3,3.0451E+3,2.3155E+3,1.1736E+3,1.3792E+4,1.6720E+3,1.4599E+3,1.3200E+3,2.2674E+3,2.4058E+3,2.7376E+3,3.4810E+2,2.4069E+3,5.4720E+3,3.9140E+2,7.4427E+2,7.2448E+2,9.4025E+2,2.1711E+3,5.2842E+3,1.7603E+3,5.1308E+3,3.2628E+3,1.6098E+3,2.4480E+3,1.4310E+3,1.0394E+3,7.6331E+2,1.8966E+3,2.1190E+3,8.8598E+2,9.0725E+2,1.1059E+3,8.3488E+2,6.4551E+3,7.8580E+2,1.8958E+3,5.7322E+2
sp|O00253|AGRP_HUMAN,Agouti-related protein OS=Homo sapiens OX=9606 GN=AGRP PE=1 SV=1,AGRP,1.6553E+3,8.3221E+2,5.8710E+2,6.6855E+2,9.2331E+2,1.4800E+3,8.0167E+2,1.4996E+3,8.3767E+2,6.0269E+2,2.2223E+3,7.5309E+2,5.6828E+2,1.0853E+3,1.9466E+3,4.7058E+2,1.4050E+3,1.0922E+2,9.8805E+2,0.0000E+0,7.7274E+2,1.9355E+3,8.3062E+2,9.9778E+1,6.4669E+2,1.3115E+3,2.8547E+2,1.8492E+3,1.0124E+3,4.1862E+2,1.5174E+3,2.4450E+2,1.2971E+1,5.1406E+2,1.3288E+3,3.2171E+2,0.0000E+0,0.0000E+0,9.5682E+2,2.6211E+3,1.3805E+3,1.9021E+3,3.9861E+3,4.5773E+3,7.3730E+1,5.5234E+2,5.4287E+3,7.4626E+2
sp|O43827|ANGL7_HUMAN,Angiopoietin-related protein 7 OS=Homo sapiens OX=9606 GN=ANGPTL7 PE=1 SV=1,ANGPTL7,1.2590E+4,1.1223E+4,1.1618E+4,1.8354E+4,4.8252E+3,8.7032E+3,1.1537E+4,8.0127E+3,1.1202E+4,8.3369E+3,1.5471E+4,1.1137E+4,4.3183E+3,5.4871E+3,9.7748E+3,1.3034E+4,6.9732E+3,1.4558E+4,1.0452E+4,5.0632E+3,9.0007E+3,8.6099E+3,1.0498E+4,8.0756E+3,1.0861E+4,7.1872E+3,9.0002E+3,8.0886E+3,1.6528E+4,1.0404E+4,7.2551E+3,1.4179E+4,1.0589E+4,1.2358E+4,1.4582E+4,7.6589E+3,9.2190E+3,1.3420E+4,1.6820E+4,1.7490E+4,1.1112E+4,7.7646E+3,9.1551E+3,1.3968E+4,1.3966E+4,9.2358E+3,1.4528E+4,1.2236E+4
sp|P00491|PNPH_HUMAN,Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2,PNP,6.3112E+3,8.3313E+3,6.1501E+3,6.2064E+3,5.7942E+3,5.4787E+3,3.9266E+3,1.2104E+4,1.4073E+4,6.9280E+3,5.8020E+3,2.3678E+3,1.5414E+4,3.8527E+3,7.9993E+4,4.4157E+3,5.5772E+3,4.6221E+4,6.6125E+3,4.4391E+3,7.3638E+3,5.5816E+3,1.1651E+4,4.0163E+4,2.6997E+3,2.6558E+3,3.9821E+3,6.0589E+3,7.0994E+3,4.0099E+3,3.7099E+3,9.5404E+3,7.4372E+3,3.6962E+3,2.0045E+3,2.6212E+3,3.1259E+4,2.9724E+3,3.3832E+3,4.0354E+3,3.5424E+3,7.5713E+3,3.2055E+3,3.6825E+3,3.9866E+4,3.0019E+3,5.3464E+3,8.6445E+3
sp|P01036|CYTS_HUMAN / sp|P01037|CYTN_HUMAN,"Cystatin-S OS=Homo sapiens OX=9606 GN=CST4 PE=1 SV=3
Cystatin-SN OS=Homo sapiens OX=9606 GN=CST1 PE=1 SV=3",CST4 / CST1,7.0050E+3,3.7983E+3,6.2978E+3,1.5427E+3,5.9415E+3,2.2624E+3,1.5749E+3,1.1919E+4,9.4305E+2,3.5542E+3,4.1496E+3,8.5846E+3,1.3831E+3,2.5236E+3,1.7724E+3,3.3138E+3,1.9303E+3,1.6750E+4,2.2907E+3,2.3646E+2,1.2053E+3,2.2660E+3,3.1315E+3,1.3463E+4,4.3034E+3,7.7833E+2,4.6374E+3,2.2403E+3,1.2953E+3,8.3759E+2,2.3763E+3,1.8410E+3,3.3427E+3,6.4717E+3,2.0911E+2,1.2595E+3,8.6907E+3,6.7897E+3,3.0932E+3,4.8089E+3,1.9998E+3,3.4523E+3,4.5255E+3,1.7785E+3,1.0748E+4,1.7100E+3,1.4055E+4,6.0394E+3
sp|P01833|PIGR_HUMAN,Polymeric immunoglobulin receptor OS=Homo sapiens OX=9606 GN=PIGR PE=1 SV=4,PIGR,4.6465E+4,3.1167E+4,1.9589E+4,1.8481E+4,1.4271E+4,1.8766E+4,1.6816E+4,1.2651E+5,1.4750E+4,1.6152E+4,2.6838E+4,3.3360E+4,3.0611E+4,9.4630E+3,1.5207E+4,1.7781E+4,4.3646E+4,1.1800E+5,1.3920E+4,1.6489E+4,3.4387E+4,1.2912E+4,3.8635E+4,1.5252E+5,1.5353E+4,2.1483E+4,1.7610E+4,1.6757E+4,1.6123E+4,1.7436E+4,2.5093E+4,4.1159E+4,1.8052E+4,1.5556E+4,1.7365E+4,8.9947E+4,1.0670E+5,2.2310E+4,2.0658E+4,1.2053E+4,1.5893E+4,1.4963E+4,1.8413E+4,2.1201E+4,1.5160E+5,1.7294E+4,5.3018E+4,4.0619E+4
sp|P08185|CBG_HUMAN,Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1,SERPINA6,5.0241E+5,1.1294E+5,2.3976E+5,1.1293E+5,1.1174E+5,2.5347E+5,1.5919E+5,4.2822E+5,1.4274E+5,1.2126E+5,1.9874E+5,1.6706E+5,1.5112E+5,9.4503E+4,1.2638E+5,1.3382E+5,1.7738E+5,2.2855E+5,1.0407E+5,1.2307E+5,1.2521E+5,1.2750E+5,1.2319E+5,3.2873E+5,2.1321E+5,1.4293E+5,1.6180E+5,1.2386E+5,1.2411E+5,1.2118E+5,1.4720E+5,1.7244E+5,3.2296E+5,8.0076E+4,1.6626E+5,9.9660E+4,3.3972E+5,1.9166E+5,1.2258E+5,1.3551E+5,1.1445E+5,8.2338E+4,1.5241E+5,1.3399E+5,2.2894E+5,1.0122E+5,1.4626E+5,1.8707E+5
sp|P13861|KAP2_HUMAN,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2,PRKAR2A,3.9639E+4,6.2523E+4,3.4095E+4,2.7981E+4,4.3301E+4,3.5368E+4,3.0859E+4,2.9681E+4,3.6818E+4,2.3508E+4,3.7320E+4,4.6623E+4,3.4190E+4,3.8630E+4,2.9178E+4,3.2257E+4,2.8625E+4,2.9746E+4,2.8891E+4,3.7883E+4,3.3622E+4,3.1326E+4,6.9057E+4,3.6914E+4,3.8988E+4,1.8526E+4,4.0043E+4,3.4804E+4,3.1760E+4,4.5840E+4,2.2982E+4,5.9218E+4,3.7501E+4,2.9499E+4,2.6835E+4,2.5071E+4,1.9183E+4,3.7762E+4,4.3581E+4,2.6958E+4,2.2804E+4,3.0965E+4,2.6488E+4,2.6825E+4,2.5910E+4,3.4706E+4,5.6465E+4,8.4533E+4
sp|P20338|RAB4A_HUMAN,Ras-related protein Rab-4A OS=Homo sapiens OX=9606 GN=RAB4A PE=1 SV=3,RAB4A,1.7443E+5,2.2607E+5,2.6568E+5,1.5370E+5,1.9833E+5,2.7108E+5,1.9196E+5,1.7863E+5,2.5369E+5,1.8485E+5,2.8582E+5,2.7705E+5,2.0022E+5,2.9485E+5,3.8242E+5,2.1277E+5,2.5709E+5,8.2822E+4,1.9713E+5,2.6330E+5,3.0991E+5,2.4369E+5,2.1537E+5,1.2235E+5,2.0207E+5,1.9331E+5,2.2763E+5,2.7338E+5,2.3190E+5,3.1133E+5,2.0903E+5,3.1610E+5,1.3554E+5,3.0859E+5,1.7835E+5,2.7106E+5,1.0825E+5,2.9329E+5,2.5644E+5,2.7250E+5,2.3732E+5,2.1969E+5,1.7236E+5,2.3518E+5,8.1485E+4,3.0148E+5,4.0200E+5,2.0610E+5
sp|P34998|CRFR1_HUMAN / sp|Q13324|CRFR2_HUMAN,"Corticotropin-releasing factor receptor 1 OS=Homo sapiens OX=9606 GN=CRHR1 PE=1 SV=2
Corticotropin-releasing factor receptor 2 OS=Homo sapiens OX=9606 GN=CRHR2 PE=1 SV=2",CRHR1 / CRHR2,7.0550E+3,2.4259E+3,4.2823E+3,3.0383E+3,6.7651E+3,6.5038E+3,1.0077E+4,1.4937E+4,1.0535E+4,7.1356E+3,8.3793E+3,6.5984E+3,1.4553E+4,7.3834E+3,7.1683E+3,1.1048E+4,6.9475E+3,2.5797E+4,1.1325E+4,1.3844E+4,1.1684E+4,9.8447E+3,1.0936E+4,1.6030E+4,1.0957E+4,4.6824E+3,1.0646E+4,5.6090E+3,6.4104E+3,3.1615E+3,3.5116E+3,1.0295E+4,9.1330E+3,1.7275E+4,9.0341E+3,1.1618E+4,2.5318E+4,9.2386E+3,4.7410E+3,7.2075E+3,1.1539E+4,5.3969E+3,7.2199E+3,7.2422E+3,1.4841E+4,3.9561E+3,7.4425E+3,1.2666E+4
sp|Q13214|SEM3B_HUMAN,Semaphorin-3B OS=Homo sapiens OX=9606 GN=SEMA3B PE=1 SV=1,SEMA3B,7.6187E+5,4.4109E+5,5.7052E+5,3.8113E+5,5.7979E+5,5.1712E+5,5.1023E+5,6.3738E+5,5.9120E+5,4.4974E+5,4.6366E+5,4.8652E+5,3.0224E+5,4.0448E+5,4.7946E+5,4.3942E+5,4.9311E+5,1.8552E+5,4.0116E+5,4.4598E+5,6.2396E+5,4.2455E+5,4.3794E+5,2.4070E+5,4.9652E+5,5.9940E+5,4.4707E+5,5.0287E+5,5.5457E+5,4.9384E+5,7.0225E+5,6.2612E+5,4.2720E+5,6.1700E+5,5.3355E+5,5.0335E+5,2.4021E+5,3.8570E+5,5.3176E+5,5.2904E+5,3.8356E+5,4.1153E+5,5.4072E+5,5.1433E+5,2.7652E+5,4.3458E+5,8.2742E+5,4.9249E+5
sp|Q15019|SEPT2_HUMAN,Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1,SEPTIN2,4.5098E+3,6.0645E+3,1.2249E+3,3.0539E+3,4.2561E+3,1.2265E+3,1.1216E+3,7.2004E+3,3.3245E+3,2.8523E+3,2.7264E+3,1.8408E+3,7.1207E+3,2.6967E+3,1.4447E+3,1.6265E+3,2.0639E+3,1.4943E+3,1.5896E+3,9.7257E+2,9.4265E+2,1.3582E+3,1.1146E+4,1.0366E+3,1.9055E+3,5.8480E+2,1.7466E+3,3.9036E+3,1.1863E+3,1.7387E+3,2.5321E+3,7.8013E+3,2.3460E+3,3.0161E+3,2.7063E+3,1.2012E+3,1.6912E+3,2.2703E+3,1.5187E+3,1.4194E+3,1.1644E+3,8.1453E+2,2.3489E+3,2.2180E+3,8.5756E+2,2.4341E+3,9.0209E+3,8.9073E+3
sp|Q8N4F0|BPIB2_HUMAN,BPI fold-containing family B member 2 OS=Homo sapiens OX=9606 GN=BPIFB2 PE=1 SV=2,BPIFB2,3.7995E+3,1.6601E+4,2.4508E+3,3.7175E+3,8.4962E+3,5.2628E+3,3.3379E+3,8.9782E+4,8.5156E+3,4.8428E+3,9.4486E+3,6.6358E+3,7.0070E+3,1.1062E+4,3.4411E+3,6.6920E+3,4.6944E+3,1.2807E+4,6.4417E+3,6.9508E+3,7.2507E+3,5.9834E+3,1.7049E+4,1.4532E+5,6.9321E+3,4.9693E+3,3.8263E+3,3.5925E+3,2.5118E+3,6.3796E+3,6.5535E+3,3.1923E+4,4.4596E+3,8.9781E+3,5.6656E+3,1.1540E+4,9.3310E+3,5.2686E+3,7.0615E+3,2.8565E+3,4.2303E+3,2.9481E+3,3.3698E+3,6.7664E+3,2.2409E+4,5.3018E+3,1.1068E+4,2.3127E+4
sp|Q8NCW6|GLT11_HUMAN,Polypeptide N-acetylgalactosaminyltransferase 11 OS=Homo sapiens OX=9606 GN=GALNT11 PE=1 SV=2,GALNT11,7.2225E+4,4.7200E+4,5.6178E+4,5.2633E+4,8.1190E+4,5.0717E+4,8.3748E+4,4.5266E+4,5.8779E+4,3.8780E+4,4.9768E+4,5.5911E+4,3.5169E+4,5.4422E+4,4.4824E+4,5.2452E+4,4.0043E+4,3.0018E+4,6.1095E+4,7.9875E+4,7.1339E+4,7.1198E+4,5.5516E+4,1.6696E+4,3.6361E+4,5.2900E+4,5.7708E+4,6.1085E+4,6.5902E+4,5.7125E+4,5.5913E+4,6.4969E+4,4.2663E+4,7.2372E+4,5.3728E+4,6.1213E+4,1.6968E+4,3.3077E+4,6.7326E+4,6.9043E+4,4.7960E+4,6.5104E+4,6.6292E+4,4.3400E+4,2.7202E+4,6.4521E+4,8.5900E+4,5.9347E+4
sp|Q8WXG9|AGRV1_HUMAN,Adhesion G-protein coupled receptor V1 OS=Homo sapiens OX=9606 GN=ADGRV1 PE=1 SV=2,ADGRV1,7.5175E+3,4.4628E+3,6.0643E+3,7.2508E+3,1.9992E+3,2.9584E+3,3.3556E+3,1.3292E+4,3.0318E+3,2.3369E+3,5.6964E+3,5.7021E+3,1.6789E+4,4.1303E+3,3.2452E+3,6.6835E+3,7.4101E+3,8.7838E+3,2.6477E+3,2.8410E+3,2.9637E+3,1.2982E+4,4.2267E+3,5.4889E+3,7.8901E+3,4.4104E+3,5.7453E+3,2.7129E+3,4.5793E+3,5.0848E+3,4.7367E+3,7.2503E+3,8.0423E+3,1.6256E+4,3.9619E+3,2.5158E+3,5.5346E+3,3.7161E+3,6.3265E+3,4.5644E+3,5.4389E+3,4.5633E+3,5.9827E+3,5.6650E+3,1.0103E+4,4.3941E+3,1.1367E+4,1.5901E+4
